order_id,customer_id,order_date,status,shipping_method,shipping_cost,order_subtotal,order_total,currency,payment_status
570,573,2024-06-17 07:01:03.185460,Completed,Ground,10.43,0.0,10.43,USD,Paid
571,18,2025-08-28 10:49:26.185460,Completed,Pickup,8.71,0.0,8.71,USD,Paid
572,453,2023-12-08 01:52:02.185460,Processing,Overnight,4.31,0.0,4.31,USD,Paid
573,122,2025-01-07 14:01:15.185460,Completed,2-Day,3.22,0.0,3.22,USD,Paid
574,315,2023-12-05 09:53:05.185460,Completed,2-Day,5.25,0.0,5.25,USD,Paid
575,115,2025-08-25 23:36:04.185460,Completed,Ground,0.47,0.0,0.47,USD,Paid
576,111,2024-07-06 23:22:00.185460,Pending,Ground,19.83,0.0,19.83,USD,Paid
577,122,2024-06-06 17:28:16.185460,Pending,Overnight,1.08,0.0,1.08,USD,Paid
578,127,2025-01-10 14:41:38.185460,Completed,2-Day,14.69,0.0,14.69,USD,Paid
579,30,2025-04-24 08:20:25.185460,Completed,Ground,3.64,0.0,3.64,USD,Paid
580,165,2025-02-02 17:57:35.185460,Processing,2-Day,12.62,0.0,12.62,USD,Paid
581,782,2025-09-06 11:27:35.185460,Completed,Ground,13.22,0.0,13.22,USD,Paid
582,773,2025-05-02 04:48:21.185460,Processing,Ground,24.34,0.0,24.34,USD,Paid
583,725,2025-08-05 07:16:33.185460,Cancelled,Pickup,9.16,0.0,9.16,USD,Paid
584,110,2024-03-21 08:19:40.185460,Completed,2-Day,20.87,0.0,20.87,USD,Paid
585,234,2024-10-21 23:37:38.185460,Processing,Pickup,2.82,0.0,2.82,USD,Paid
586,533,2024-12-28 10:34:02.185460,Completed,2-Day,12.4,0.0,12.4,USD,Paid
587,42,2024-11-10 04:34:20.185460,Completed,Ground,8.2,0.0,8.2,USD,Paid
588,615,2025-07-19 01:03:30.185460,Processing,Overnight,17.18,0.0,17.18,USD,Paid
589,298,2024-08-17 06:50:39.185460,Completed,Pickup,4.72,0.0,4.72,USD,Paid
590,377,2025-09-03 21:44:57.185460,Cancelled,2-Day,0.32,0.0,0.32,USD,Paid
591,406,2023-12-24 21:10:03.185460,Completed,Pickup,13.07,0.0,13.07,USD,Paid
592,405,2023-12-23 11:58:23.185460,Processing,Pickup,17.38,0.0,17.38,USD,Paid
593,204,2025-08-02 08:55:30.185460,Pending,Overnight,5.01,0.0,5.01,USD,Paid
594,435,2024-09-27 10:35:54.185460,Processing,Pickup,6.96,0.0,6.96,USD,Paid
595,775,2023-11-14 17:52:51.185460,Completed,Pickup,8.9,0.0,8.9,USD,Paid
596,497,2024-01-01 17:06:26.185460,Returned,Overnight,3.68,0.0,3.68,USD,Paid
597,502,2024-08-06 11:08:04.185460,Processing,Pickup,5.77,0.0,5.77,USD,Paid
598,55,2025-06-30 13:59:09.185460,Pending,Ground,12.45,0.0,12.45,USD,Paid
599,696,2025-10-18 08:32:50.185460,Completed,Overnight,3.82,0.0,3.82,USD,Pending
600,79,2024-02-16 16:22:36.185460,Pending,Pickup,19.82,0.0,19.82,USD,Paid
601,503,2025-04-22 04:22:47.186453,Completed,Overnight,13.56,0.0,13.56,USD,Paid
602,783,2024-05-09 19:09:58.186453,Pending,Ground,24.77,0.0,24.77,USD,Paid
603,386,2025-07-16 01:06:01.186453,Completed,Pickup,11.49,0.0,11.49,USD,Paid
604,799,2025-10-12 08:37:42.186453,Completed,Overnight,22.12,0.0,22.12,USD,Paid
605,320,2025-05-29 21:10:25.186453,Completed,Pickup,12.19,0.0,12.19,USD,Paid
606,676,2025-07-24 18:21:24.186453,Completed,Pickup,11.9,0.0,11.9,USD,Paid
607,270,2025-06-06 20:37:12.186453,Pending,Pickup,14.78,0.0,14.78,USD,Pending
608,785,2024-10-23 16:36:21.186453,Completed,Overnight,8.01,0.0,8.01,USD,Paid
609,376,2025-10-16 17:34:11.186453,Pending,Overnight,20.24,0.0,20.24,USD,Paid
610,641,2024-03-27 14:05:19.186453,Completed,Overnight,9.51,0.0,9.51,USD,Paid
611,422,2024-09-02 02:30:06.186453,Returned,Overnight,1.41,0.0,1.41,USD,Paid
612,320,2025-03-09 06:03:09.186453,Processing,Ground,22.76,0.0,22.76,USD,Pending
613,174,2025-09-08 03:57:59.186453,Processing,Ground,13.46,0.0,13.46,USD,Paid
614,433,2025-10-06 22:17:12.186453,Completed,Pickup,6.67,0.0,6.67,USD,Paid
615,325,2023-12-02 21:58:00.186453,Completed,Pickup,14.26,0.0,14.26,USD,Paid
616,501,2024-12-18 18:13:21.186453,Pending,Ground,17.27,0.0,17.27,USD,Paid
617,784,2025-04-18 02:50:09.186453,Completed,Overnight,4.17,0.0,4.17,USD,Paid
618,207,2025-01-12 01:50:22.186453,Returned,Pickup,15.89,0.0,15.89,USD,Paid
619,272,2025-08-28 19:33:32.186453,Processing,Ground,7.43,0.0,7.43,USD,Paid
620,640,2024-04-06 00:25:50.186453,Completed,Ground,17.94,0.0,17.94,USD,Paid
621,280,2024-04-01 11:37:08.186453,Completed,Ground,14.16,0.0,14.16,USD,Paid
622,356,2024-05-19 21:45:50.186453,Completed,Ground,16.29,0.0,16.29,USD,Paid
623,444,2025-01-08 20:41:40.186453,Completed,Overnight,5.0,0.0,5.0,USD,Paid
624,465,2024-09-29 05:55:11.186453,Completed,2-Day,22.02,0.0,22.02,USD,Paid
625,591,2024-02-10 20:16:22.186453,Cancelled,Pickup,5.32,0.0,5.32,USD,Paid
626,546,2024-07-24 05:18:46.186453,Cancelled,Pickup,23.37,0.0,23.37,USD,Paid
627,374,2024-02-12 12:53:16.186453,Completed,Pickup,3.69,0.0,3.69,USD,Paid
628,421,2025-06-13 04:08:07.186453,Completed,Overnight,21.5,0.0,21.5,USD,Paid
629,423,2025-09-09 15:59:14.186453,Processing,Overnight,20.59,0.0,20.59,USD,Paid
630,616,2024-01-23 09:13:16.186453,Processing,2-Day,10.15,0.0,10.15,USD,Paid
631,252,2025-07-21 09:36:29.186453,Processing,Overnight,11.6,0.0,11.6,USD,Paid
632,38,2024-04-19 23:11:20.186453,Completed,2-Day,3.98,0.0,3.98,USD,Paid
633,285,2025-06-28 14:00:25.186453,Processing,2-Day,16.11,0.0,16.11,USD,Paid
634,57,2025-10-01 21:22:44.186453,Completed,Ground,7.85,0.0,7.85,USD,Pending
635,417,2025-01-13 12:45:11.186453,Cancelled,Overnight,16.79,0.0,16.79,USD,Paid
636,742,2025-08-14 00:37:03.186453,Cancelled,2-Day,5.9,0.0,5.9,USD,Paid
637,535,2024-04-08 20:51:16.186453,Cancelled,Overnight,12.41,0.0,12.41,USD,Paid
638,792,2025-08-14 06:23:59.186453,Completed,Overnight,8.23,0.0,8.23,USD,Paid
639,762,2024-03-26 00:52:13.186453,Completed,2-Day,23.39,0.0,23.39,USD,Paid
640,220,2025-04-05 09:48:54.186453,Processing,Overnight,10.99,0.0,10.99,USD,Paid
641,547,2025-02-26 17:36:20.186453,Pending,Overnight,17.49,0.0,17.49,USD,Paid
642,487,2025-07-22 03:32:42.186453,Completed,2-Day,24.08,0.0,24.08,USD,Paid
643,377,2025-06-19 01:51:06.186453,Completed,Overnight,0.53,0.0,0.53,USD,Paid
644,679,2024-03-04 13:48:02.186453,Completed,Ground,17.27,0.0,17.27,USD,Paid
645,394,2023-12-28 06:20:30.186453,Processing,Overnight,15.97,0.0,15.97,USD,Paid
646,702,2023-11-28 01:51:24.186453,Cancelled,Ground,13.37,0.0,13.37,USD,Paid
647,403,2025-03-16 22:57:38.186453,Completed,Overnight,7.52,0.0,7.52,USD,Paid
648,165,2025-03-18 04:14:21.186453,Processing,Pickup,15.78,0.0,15.78,USD,Paid
649,281,2024-01-25 00:16:31.186453,Completed,Ground,20.58,0.0,20.58,USD,Paid
650,341,2024-06-28 21:54:58.186453,Completed,Pickup,21.92,0.0,21.92,USD,Paid
651,519,2025-08-04 09:13:48.186453,Completed,Ground,8.8,0.0,8.8,USD,Paid
652,465,2024-03-07 19:07:33.186453,Completed,Ground,19.05,0.0,19.05,USD,Pending
653,455,2024-01-27 15:42:30.186453,Processing,2-Day,0.08,0.0,0.08,USD,Paid
654,590,2025-04-23 16:11:32.186453,Processing,Ground,2.77,0.0,2.77,USD,Paid
655,787,2025-03-03 20:16:03.186453,Completed,2-Day,21.17,0.0,21.17,USD,Paid
656,328,2023-12-13 00:07:44.186453,Completed,Pickup,11.96,0.0,11.96,USD,Paid
657,608,2025-07-01 05:34:37.186453,Processing,Overnight,19.99,0.0,19.99,USD,Paid
658,187,2025-04-25 11:59:42.186453,Completed,Pickup,21.91,0.0,21.91,USD,Paid
659,24,2024-04-09 06:53:41.186453,Pending,2-Day,22.67,0.0,22.67,USD,Paid
660,173,2024-07-29 07:50:57.186453,Processing,Ground,10.03,0.0,10.03,USD,Paid
661,92,2024-08-31 17:12:30.186453,Processing,Overnight,4.25,0.0,4.25,USD,Pending
662,539,2024-04-13 10:47:43.186453,Pending,Pickup,19.33,0.0,19.33,USD,Paid
663,731,2024-08-06 21:04:35.186453,Processing,2-Day,4.76,0.0,4.76,USD,Paid
664,392,2025-02-15 04:35:01.186453,Completed,2-Day,10.78,0.0,10.78,USD,Paid
665,290,2025-04-16 17:13:10.186453,Processing,2-Day,10.46,0.0,10.46,USD,Paid
666,269,2024-09-22 09:45:15.186453,Pending,2-Day,15.44,0.0,15.44,USD,Paid
667,663,2025-03-05 01:36:35.186453,Completed,Pickup,2.14,0.0,2.14,USD,Paid
668,710,2024-07-22 10:13:05.186453,Cancelled,Pickup,17.17,0.0,17.17,USD,Paid
669,754,2023-11-15 01:06:19.187460,Completed,Overnight,1.83,0.0,1.83,USD,Paid
670,241,2024-04-23 12:55:44.187460,Pending,Pickup,22.71,0.0,22.71,USD,Paid
671,47,2024-03-03 17:17:13.187460,Completed,Ground,6.34,0.0,6.34,USD,Paid
672,405,2024-02-19 01:11:54.187460,Processing,Overnight,3.31,0.0,3.31,USD,Paid
673,267,2024-04-21 13:34:14.187460,Completed,2-Day,12.59,0.0,12.59,USD,Paid
674,325,2024-12-01 22:01:32.187460,Processing,Pickup,3.54,0.0,3.54,USD,Pending
675,131,2025-07-18 03:39:44.187460,Pending,Pickup,21.79,0.0,21.79,USD,Paid
676,290,2025-01-31 01:56:21.187460,Cancelled,Overnight,15.32,0.0,15.32,USD,Paid
677,169,2025-02-16 20:14:44.187460,Processing,Overnight,18.42,0.0,18.42,USD,Pending
678,674,2024-06-29 09:33:38.187460,Completed,Pickup,1.33,0.0,1.33,USD,Paid
679,37,2025-06-15 13:04:52.187460,Processing,Pickup,6.51,0.0,6.51,USD,Paid
680,507,2023-11-22 22:03:36.187460,Completed,Ground,11.04,0.0,11.04,USD,Paid
681,505,2023-11-18 18:38:52.187460,Completed,Ground,21.15,0.0,21.15,USD,Paid
682,209,2025-06-16 10:33:57.187460,Processing,Overnight,4.52,0.0,4.52,USD,Pending
683,577,2025-05-25 20:32:43.187460,Completed,2-Day,14.59,0.0,14.59,USD,Paid
684,185,2025-11-09 19:54:59.187460,Completed,Pickup,23.01,0.0,23.01,USD,Pending
685,337,2025-03-06 20:55:56.187460,Completed,Ground,7.11,0.0,7.11,USD,Paid
686,605,2023-12-19 10:37:35.187460,Completed,Ground,20.92,0.0,20.92,USD,Paid
687,725,2025-06-10 14:01:00.187460,Pending,Pickup,11.35,0.0,11.35,USD,Paid
688,338,2025-02-11 17:26:01.187460,Completed,Ground,16.4,0.0,16.4,USD,Paid
689,752,2024-08-08 03:14:17.187460,Cancelled,2-Day,5.28,0.0,5.28,USD,Paid
690,57,2025-09-25 15:38:01.187460,Processing,Ground,13.68,0.0,13.68,USD,Paid
691,262,2024-03-08 01:10:55.187460,Pending,2-Day,6.0,0.0,6.0,USD,Paid
692,214,2024-10-02 11:49:14.187460,Pending,2-Day,9.71,0.0,9.71,USD,Paid
693,670,2024-09-28 04:41:37.187460,Completed,2-Day,3.02,0.0,3.02,USD,Paid
694,318,2024-06-29 23:19:34.187460,Completed,2-Day,8.98,0.0,8.98,USD,Paid
695,502,2025-08-08 01:41:21.187460,Completed,Pickup,22.14,0.0,22.14,USD,Paid
696,434,2024-07-15 05:17:34.187460,Completed,Ground,18.91,0.0,18.91,USD,Paid
697,646,2024-11-01 16:43:04.187460,Processing,Pickup,2.32,0.0,2.32,USD,Paid
698,693,2024-06-07 02:37:31.187460,Returned,2-Day,16.19,0.0,16.19,USD,Paid
699,540,2023-11-15 09:25:19.187460,Cancelled,Ground,7.27,0.0,7.27,USD,Paid
700,490,2024-08-24 12:11:06.187460,Cancelled,Overnight,3.72,0.0,3.72,USD,Paid
701,536,2025-07-07 04:07:49.187460,Completed,Pickup,7.39,0.0,7.39,USD,Paid
702,47,2025-09-26 19:00:25.187460,Pending,Ground,12.77,0.0,12.77,USD,Paid
703,738,2024-09-18 11:37:40.187460,Completed,Overnight,8.89,0.0,8.89,USD,Paid
704,17,2024-03-25 12:05:27.187460,Completed,Ground,18.51,0.0,18.51,USD,Pending
705,403,2024-07-29 08:31:50.187460,Completed,Ground,2.08,0.0,2.08,USD,Pending
706,742,2023-11-24 04:13:51.187460,Processing,Pickup,18.93,0.0,18.93,USD,Paid
707,350,2024-08-10 16:21:20.187460,Completed,2-Day,5.28,0.0,5.28,USD,Paid
708,690,2025-08-25 17:04:30.187460,Processing,Ground,10.84,0.0,10.84,USD,Paid
709,14,2025-10-27 14:51:18.188456,Completed,2-Day,16.4,0.0,16.4,USD,Paid
710,763,2024-07-31 00:19:08.188456,Cancelled,Pickup,7.57,0.0,7.57,USD,Paid
711,707,2024-02-22 01:56:03.188456,Completed,Pickup,20.12,0.0,20.12,USD,Paid
712,196,2025-08-17 10:30:49.188456,Processing,Ground,20.4,0.0,20.4,USD,Paid
713,215,2023-12-03 08:12:54.188456,Cancelled,Pickup,16.22,0.0,16.22,USD,Paid
714,642,2024-01-19 06:15:54.188456,Completed,2-Day,2.15,0.0,2.15,USD,Paid
715,23,2024-07-28 09:40:24.188456,Completed,Ground,4.15,0.0,4.15,USD,Paid
716,483,2025-06-10 22:51:23.188456,Returned,Ground,21.49,0.0,21.49,USD,Paid
717,584,2024-03-25 06:14:03.188456,Processing,Pickup,1.27,0.0,1.27,USD,Paid
718,731,2025-11-06 11:19:48.188456,Completed,Pickup,24.49,0.0,24.49,USD,Paid
719,568,2024-06-24 17:59:58.188456,Completed,Overnight,0.93,0.0,0.93,USD,Paid
720,743,2024-09-30 21:22:10.188456,Completed,Pickup,5.8,0.0,5.8,USD,Paid
721,591,2025-09-12 19:49:58.188456,Pending,Overnight,13.83,0.0,13.83,USD,Paid
722,485,2025-02-12 15:27:50.188456,Completed,Ground,12.37,0.0,12.37,USD,Paid
723,447,2024-01-23 02:26:33.188456,Completed,Ground,4.03,0.0,4.03,USD,Paid
724,238,2025-05-01 21:59:00.188456,Processing,2-Day,14.69,0.0,14.69,USD,Paid
725,733,2023-12-14 02:43:11.188456,Cancelled,Pickup,3.28,0.0,3.28,USD,Paid
726,690,2025-01-18 00:51:18.188456,Returned,Overnight,19.9,0.0,19.9,USD,Paid
727,708,2025-06-01 16:25:38.188456,Processing,Ground,16.68,0.0,16.68,USD,Paid
728,621,2025-07-05 08:45:31.188456,Processing,Pickup,2.52,0.0,2.52,USD,Paid
729,215,2024-09-14 21:05:31.188456,Processing,Ground,24.98,0.0,24.98,USD,Paid
730,163,2024-11-12 05:34:20.188456,Completed,2-Day,20.7,0.0,20.7,USD,Paid
731,346,2024-06-17 13:54:14.188456,Completed,Pickup,2.85,0.0,2.85,USD,Paid
732,499,2025-03-27 10:40:26.188456,Completed,Overnight,24.84,0.0,24.84,USD,Paid
733,571,2024-11-16 13:22:07.188456,Completed,Overnight,22.41,0.0,22.41,USD,Paid
734,107,2023-12-08 20:18:12.188456,Completed,Ground,23.17,0.0,23.17,USD,Paid
735,774,2024-08-22 22:25:27.188456,Returned,Ground,24.37,0.0,24.37,USD,Paid
736,105,2024-02-27 16:52:16.188456,Completed,Ground,12.68,0.0,12.68,USD,Paid
737,211,2025-05-26 16:07:59.188456,Processing,Overnight,3.93,0.0,3.93,USD,Paid
738,511,2025-01-18 22:59:34.188456,Completed,Ground,3.86,0.0,3.86,USD,Paid
739,126,2024-11-07 02:53:07.188456,Completed,2-Day,10.98,0.0,10.98,USD,Paid
740,486,2024-09-15 14:49:41.188456,Processing,Overnight,7.17,0.0,7.17,USD,Pending
741,733,2025-05-23 11:57:53.188456,Processing,Pickup,9.02,0.0,9.02,USD,Paid
742,772,2024-01-04 06:07:53.188456,Processing,Pickup,19.68,0.0,19.68,USD,Paid
743,420,2025-06-25 23:27:18.188456,Completed,Pickup,23.8,0.0,23.8,USD,Paid
744,454,2024-06-04 01:53:46.188456,Cancelled,2-Day,19.25,0.0,19.25,USD,Paid
745,323,2024-06-03 12:32:04.188456,Pending,Pickup,24.55,0.0,24.55,USD,Paid
746,778,2025-05-29 23:15:50.188456,Pending,Ground,16.5,0.0,16.5,USD,Paid
747,60,2024-01-28 09:34:19.188456,Cancelled,Overnight,10.48,0.0,10.48,USD,Paid
748,739,2023-12-17 18:54:42.188456,Cancelled,Overnight,22.73,0.0,22.73,USD,Paid
749,626,2025-11-06 04:52:53.188456,Cancelled,2-Day,17.51,0.0,17.51,USD,Paid
750,558,2024-08-14 15:37:30.188456,Processing,Pickup,17.44,0.0,17.44,USD,Paid
751,309,2024-01-20 00:20:25.188456,Completed,Ground,0.92,0.0,0.92,USD,Paid
752,758,2024-12-07 00:52:07.188456,Completed,2-Day,13.01,0.0,13.01,USD,Paid
753,524,2024-05-10 04:43:50.188456,Processing,Overnight,13.03,0.0,13.03,USD,Paid
754,553,2024-02-03 09:14:29.188456,Pending,Overnight,6.03,0.0,6.03,USD,Paid
755,114,2025-01-06 23:40:34.188456,Returned,Ground,21.04,0.0,21.04,USD,Paid
756,127,2025-02-21 16:14:24.188456,Completed,Ground,18.91,0.0,18.91,USD,Pending
757,755,2025-07-09 22:43:48.188456,Processing,Ground,11.33,0.0,11.33,USD,Pending
758,643,2025-03-17 17:53:34.188456,Completed,2-Day,8.76,0.0,8.76,USD,Paid
759,732,2025-01-26 18:12:51.188456,Completed,Pickup,12.99,0.0,12.99,USD,Paid
760,597,2025-03-06 11:14:12.188456,Processing,2-Day,20.57,0.0,20.57,USD,Paid
761,729,2024-11-09 22:31:37.188456,Pending,Pickup,20.71,0.0,20.71,USD,Paid
762,134,2025-08-23 11:42:33.188456,Pending,Pickup,5.37,0.0,5.37,USD,Paid
763,413,2025-08-27 01:37:20.188456,Completed,Pickup,21.8,0.0,21.8,USD,Paid
764,451,2024-03-25 20:54:22.188456,Completed,Pickup,18.29,0.0,18.29,USD,Paid
765,131,2024-09-14 09:08:20.188456,Processing,Pickup,17.78,0.0,17.78,USD,Paid
766,121,2025-07-04 20:23:00.188456,Cancelled,2-Day,11.39,0.0,11.39,USD,Paid
767,379,2025-10-12 09:21:27.188456,Cancelled,Ground,15.04,0.0,15.04,USD,Pending
768,586,2024-09-22 11:03:03.188456,Processing,Overnight,1.01,0.0,1.01,USD,Paid
769,384,2025-06-11 10:46:52.188456,Completed,Overnight,7.35,0.0,7.35,USD,Paid
770,604,2025-10-17 09:51:58.188456,Processing,Pickup,1.22,0.0,1.22,USD,Paid
771,758,2025-01-06 04:44:48.188456,Processing,Pickup,0.05,0.0,0.05,USD,Paid
772,46,2024-05-03 02:22:26.188456,Pending,Pickup,12.03,0.0,12.03,USD,Paid
773,346,2024-12-31 18:28:09.188456,Completed,Pickup,11.88,0.0,11.88,USD,Paid
774,517,2024-03-04 10:13:57.188456,Completed,Pickup,19.04,0.0,19.04,USD,Paid
775,746,2023-12-31 22:43:03.188456,Processing,Overnight,2.23,0.0,2.23,USD,Paid
776,239,2024-02-13 16:21:49.188456,Completed,Pickup,8.47,0.0,8.47,USD,Pending
777,662,2025-09-28 22:56:07.189481,Completed,Ground,21.65,0.0,21.65,USD,Paid
778,791,2023-11-21 14:09:53.189481,Completed,Overnight,14.03,0.0,14.03,USD,Paid
779,198,2025-07-10 15:37:25.189481,Completed,Ground,23.93,0.0,23.93,USD,Paid
780,515,2024-05-29 08:10:20.189481,Completed,Ground,3.01,0.0,3.01,USD,Pending
781,282,2024-05-19 08:31:25.189481,Returned,2-Day,6.13,0.0,6.13,USD,Paid
782,547,2023-11-22 17:58:01.189481,Completed,Overnight,10.04,0.0,10.04,USD,Paid
783,24,2025-09-28 21:10:26.189481,Cancelled,Overnight,10.93,0.0,10.93,USD,Paid
784,325,2024-09-16 14:11:31.189481,Cancelled,Pickup,6.43,0.0,6.43,USD,Paid
785,293,2025-07-20 11:27:05.189481,Completed,2-Day,4.57,0.0,4.57,USD,Paid
786,418,2025-08-15 09:27:10.189481,Processing,2-Day,1.47,0.0,1.47,USD,Paid
787,60,2024-12-16 08:27:40.189481,Pending,Overnight,9.75,0.0,9.75,USD,Paid
788,332,2024-12-22 09:52:52.189481,Completed,Overnight,9.39,0.0,9.39,USD,Paid
789,771,2025-07-14 13:10:45.189481,Processing,2-Day,12.32,0.0,12.32,USD,Pending
790,276,2024-06-16 01:02:55.189481,Cancelled,Ground,7.96,0.0,7.96,USD,Paid
791,30,2024-04-27 00:14:48.189481,Pending,Pickup,15.84,0.0,15.84,USD,Paid
792,601,2025-10-26 05:16:05.189481,Completed,Ground,6.16,0.0,6.16,USD,Paid
793,312,2024-04-24 15:20:44.189481,Completed,Pickup,11.15,0.0,11.15,USD,Pending
794,146,2024-02-01 20:50:52.189481,Processing,Overnight,13.51,0.0,13.51,USD,Paid
795,434,2025-05-26 06:08:31.189481,Completed,Pickup,1.04,0.0,1.04,USD,Paid
796,172,2024-07-26 16:28:04.189481,Processing,Ground,1.5,0.0,1.5,USD,Paid
797,697,2024-07-09 05:07:02.189481,Completed,Pickup,24.98,0.0,24.98,USD,Pending
798,523,2024-02-06 07:19:18.189481,Completed,Overnight,1.14,0.0,1.14,USD,Paid
799,92,2024-05-16 18:34:00.189481,Pending,Pickup,17.46,0.0,17.46,USD,Paid
800,443,2025-06-23 18:48:26.189481,Returned,2-Day,15.26,0.0,15.26,USD,Paid
801,771,2024-12-24 02:35:35.189481,Completed,Pickup,6.83,0.0,6.83,USD,Paid
802,471,2024-01-06 03:21:27.189481,Processing,Overnight,0.4,0.0,0.4,USD,Pending
803,3,2023-12-07 10:11:57.189481,Completed,Pickup,0.11,0.0,0.11,USD,Paid
804,714,2025-11-05 08:44:59.189481,Completed,Pickup,19.06,0.0,19.06,USD,Paid
805,665,2024-05-12 12:06:48.189481,Completed,Ground,13.47,0.0,13.47,USD,Paid
806,362,2023-12-27 22:51:34.189481,Completed,Pickup,20.69,0.0,20.69,USD,Paid
807,787,2024-11-13 00:59:12.189481,Processing,Ground,3.12,0.0,3.12,USD,Paid
808,227,2024-10-31 08:02:29.189481,Completed,Ground,18.96,0.0,18.96,USD,Paid
809,629,2023-12-19 02:02:24.189481,Processing,Overnight,20.21,0.0,20.21,USD,Paid
810,372,2025-04-02 06:32:20.189481,Returned,Ground,7.02,0.0,7.02,USD,Paid
811,201,2023-11-24 17:00:11.189481,Processing,Pickup,2.77,0.0,2.77,USD,Pending
812,175,2025-02-02 18:20:51.189481,Completed,2-Day,16.5,0.0,16.5,USD,Paid
813,67,2024-04-13 17:06:52.189481,Completed,2-Day,18.65,0.0,18.65,USD,Paid
814,234,2025-07-07 05:36:55.189481,Cancelled,Overnight,4.8,0.0,4.8,USD,Paid
815,710,2023-12-21 14:13:34.189481,Returned,Overnight,17.02,0.0,17.02,USD,Paid
816,657,2024-08-07 14:59:48.189481,Cancelled,Ground,21.35,0.0,21.35,USD,Paid
817,417,2024-12-18 23:19:10.189481,Completed,Overnight,3.04,0.0,3.04,USD,Paid
818,530,2024-06-01 22:04:48.189481,Completed,Ground,22.1,0.0,22.1,USD,Paid
819,431,2025-03-30 13:21:29.189481,Processing,Pickup,7.91,0.0,7.91,USD,Paid
820,586,2024-10-09 07:58:57.189481,Processing,Ground,24.76,0.0,24.76,USD,Paid
821,256,2025-03-27 23:38:14.189481,Returned,2-Day,4.11,0.0,4.11,USD,Paid
822,100,2024-12-31 12:46:47.189481,Completed,Ground,12.0,0.0,12.0,USD,Paid
823,343,2025-10-20 17:29:40.189481,Completed,Overnight,6.18,0.0,6.18,USD,Paid
824,56,2024-07-18 06:23:22.189481,Returned,Overnight,12.99,0.0,12.99,USD,Paid
825,635,2025-03-17 12:24:48.189481,Completed,Pickup,19.1,0.0,19.1,USD,Paid
826,88,2024-02-12 22:48:47.189481,Completed,Ground,22.92,0.0,22.92,USD,Paid
827,711,2024-10-24 03:39:42.189481,Cancelled,Ground,19.57,0.0,19.57,USD,Paid
828,626,2025-09-11 22:58:41.189481,Pending,Pickup,1.64,0.0,1.64,USD,Paid
829,302,2023-12-22 13:02:12.189481,Completed,Pickup,10.04,0.0,10.04,USD,Paid
830,614,2024-02-21 00:06:00.189481,Processing,Ground,11.34,0.0,11.34,USD,Paid
831,635,2024-07-26 23:28:52.189481,Cancelled,Ground,8.49,0.0,8.49,USD,Paid
832,337,2023-12-24 14:07:20.189481,Completed,2-Day,2.7,0.0,2.7,USD,Paid
833,608,2025-11-01 17:23:54.189481,Completed,2-Day,22.61,0.0,22.61,USD,Paid
834,364,2025-07-07 15:51:44.189481,Completed,Pickup,12.03,0.0,12.03,USD,Paid
835,141,2024-02-17 22:52:47.189481,Processing,Ground,1.51,0.0,1.51,USD,Paid
836,668,2024-12-29 17:47:10.189481,Completed,Overnight,7.78,0.0,7.78,USD,Paid
837,317,2024-05-09 09:45:57.189481,Processing,Overnight,7.28,0.0,7.28,USD,Paid
838,695,2025-11-05 20:13:11.189481,Completed,2-Day,1.43,0.0,1.43,USD,Paid
839,433,2024-06-12 18:41:56.189481,Cancelled,Overnight,4.89,0.0,4.89,USD,Paid
840,71,2025-04-22 15:44:46.189481,Cancelled,Overnight,4.73,0.0,4.73,USD,Paid
841,340,2024-07-14 22:03:01.189481,Completed,Overnight,15.4,0.0,15.4,USD,Paid
842,466,2024-09-12 03:06:12.189481,Processing,Ground,12.4,0.0,12.4,USD,Paid
843,236,2025-11-10 15:48:40.189481,Processing,Pickup,15.6,0.0,15.6,USD,Paid
844,340,2025-03-14 21:33:52.189481,Completed,Pickup,5.13,0.0,5.13,USD,Paid
845,76,2025-05-10 14:49:23.189481,Completed,Overnight,0.75,0.0,0.75,USD,Paid
846,200,2025-07-20 09:53:00.189481,Processing,Overnight,1.1,0.0,1.1,USD,Paid
847,179,2025-10-15 07:49:05.189481,Processing,2-Day,22.13,0.0,22.13,USD,Paid
848,252,2025-05-20 02:41:44.189481,Completed,2-Day,4.9,0.0,4.9,USD,Paid
849,22,2025-05-18 05:32:11.189481,Cancelled,2-Day,9.47,0.0,9.47,USD,Paid
850,313,2025-07-24 02:44:52.189481,Cancelled,Pickup,6.0,0.0,6.0,USD,Paid
851,639,2024-10-29 08:49:44.190462,Cancelled,Pickup,21.96,0.0,21.96,USD,Paid
852,134,2025-09-09 10:45:13.190462,Processing,2-Day,4.79,0.0,4.79,USD,Paid
853,440,2024-10-23 01:26:30.190462,Processing,2-Day,23.03,0.0,23.03,USD,Paid
854,549,2024-02-22 17:41:03.190462,Processing,Overnight,19.74,0.0,19.74,USD,Paid
855,287,2024-12-14 06:04:07.190462,Pending,2-Day,21.29,0.0,21.29,USD,Paid
856,84,2024-03-25 21:15:52.190462,Processing,Pickup,19.77,0.0,19.77,USD,Paid
857,398,2024-02-24 12:42:21.190462,Processing,Overnight,12.46,0.0,12.46,USD,Paid
858,383,2024-07-27 08:33:03.190462,Processing,Pickup,17.89,0.0,17.89,USD,Paid
859,411,2024-06-25 21:49:08.190462,Processing,Ground,5.18,0.0,5.18,USD,Paid
